 --- Cosmological Parameters --- 
	 H0: 2.2027e-18 (1/s) = 67.9700 (km/s/Mpc) 
	 OmegaM: 3.0690e-01 
	 OmegaR: 0.0000e+00 
	 OmegaL: 6.9310e-01 
	 OmegaK: 0.0000e+00 
		 w0: -1.0000e+00 
		 wa: 0.0000e+00 
	 rho_crit: 8.6799e-30 (g/cm^3) 
z, log10(1+z), a, H0*t_look, H0*t_age, H0*t_conf, H0*t_conf_age, d_L, d_LOS, d_trans, d_ang, d_mod, H(z), rho_c(z) 
3.77706369e-04, 1.64004821e-04, 9.99622436e-01, 3.77602225e-04, 9.57599891e-01, 3.77673530e-04, 3.27430756e+00, 1.66641814e+00, 1.66578896e+00, 1.66578896e+00, 1.66516002e+00, 2.61089199e+01, 6.79818219e+01, 8.68290706e-30
3.88309805e-04, 1.68608072e-04, 9.99611841e-01, 3.88199732e-04, 9.57589293e-01, 3.88275095e-04, 3.27429696e+00, 1.71321385e+00, 1.71254885e+00, 1.71254885e+00, 1.71188411e+00, 2.61690579e+01, 6.79821538e+01, 8.68299186e-30
3.99210913e-04, 1.73340499e-04, 9.99600948e-01, 3.99094573e-04, 9.57578399e-01, 3.99174227e-04, 3.27428606e+00, 1.76132406e+00, 1.76062120e+00, 1.76062120e+00, 1.75991862e+00, 2.62291963e+01, 6.79824951e+01, 8.68307904e-30
4.10418050e-04, 1.78205728e-04, 9.99589750e-01, 4.10295088e-04, 9.57567198e-01, 4.10379276e-04, 3.27427486e+00, 1.81078571e+00, 1.81004284e+00, 1.81004284e+00, 1.80930027e+00, 2.62893353e+01, 6.79828460e+01, 8.68316868e-30
4.21939808e-04, 1.83207482e-04, 9.99578238e-01, 4.21809846e-04, 9.57555683e-01, 4.21898826e-04, 3.27426334e+00, 1.86163681e+00, 1.86085164e+00, 1.86085164e+00, 1.86006680e+00, 2.63494748e+01, 6.79832068e+01, 8.68326083e-30
4.33785019e-04, 1.88349591e-04, 9.99566403e-01, 4.33647658e-04, 9.57543846e-01, 4.33741703e-04, 3.27425149e+00, 1.91391640e+00, 1.91308653e+00, 1.91308653e+00, 1.91225702e+00, 2.64096148e+01, 6.79835777e+01, 8.68335558e-30
4.45962763e-04, 1.93635993e-04, 9.99554236e-01, 4.45817582e-04, 9.57531676e-01, 4.45916981e-04, 3.27423932e+00, 1.96766463e+00, 1.96678752e+00, 1.96678752e+00, 1.96591080e+00, 2.64697554e+01, 6.79839590e+01, 8.68345298e-30
4.58482375e-04, 1.99070734e-04, 9.99541728e-01, 4.58328930e-04, 9.57519164e-01, 4.58433986e-04, 3.27422680e+00, 2.02292281e+00, 2.02199576e+00, 2.02199576e+00, 2.02106913e+00, 2.65298966e+01, 6.79843510e+01, 8.68355312e-30
4.71353453e-04, 2.04657975e-04, 9.99528869e-01, 4.71191274e-04, 9.57506302e-01, 4.71302310e-04, 3.27421393e+00, 2.07973336e+00, 2.07875354e+00, 2.07875354e+00, 2.07777417e+00, 2.65900383e+01, 6.79847540e+01, 8.68365608e-30
4.84585864e-04, 2.10401992e-04, 9.99515649e-01, 4.84414452e-04, 9.57493079e-01, 4.84531809e-04, 3.27420070e+00, 2.13813995e+00, 2.13710434e+00, 2.13710434e+00, 2.13606923e+00, 2.66501806e+01, 6.79851683e+01, 8.68376193e-30
4.98189752e-04, 2.16307184e-04, 9.99502058e-01, 4.98008582e-04, 9.57479485e-01, 4.98132618e-04, 3.27418710e+00, 2.19818743e+00, 2.19709286e+00, 2.19709286e+00, 2.19599884e+00, 2.67103236e+01, 6.79855943e+01, 8.68387075e-30
5.12175544e-04, 2.22378069e-04, 9.99488087e-01, 5.11984061e-04, 9.57465509e-01, 5.12115158e-04, 3.27417312e+00, 2.25992196e+00, 2.25876507e+00, 2.25876507e+00, 2.25760878e+00, 2.67704672e+01, 6.79860323e+01, 8.68398263e-30
5.26553963e-04, 2.28619296e-04, 9.99473723e-01, 5.26351580e-04, 9.57451142e-01, 5.26490138e-04, 3.27415875e+00, 2.32339095e+00, 2.32216820e+00, 2.32216820e+00, 2.32094610e+00, 2.68306115e+01, 6.79864825e+01, 8.68409766e-30
5.41336030e-04, 2.35035640e-04, 9.99458957e-01, 5.41122126e-04, 9.57436371e-01, 5.41268571e-04, 3.27414397e+00, 2.38864318e+00, 2.38735082e+00, 2.38735082e+00, 2.38605916e+00, 2.68907564e+01, 6.79869455e+01, 8.68421592e-30
5.56533078e-04, 2.41632013e-04, 9.99443776e-01, 5.56306997e-04, 9.57421186e-01, 5.56461778e-04, 3.27412877e+00, 2.45572880e+00, 2.45436287e+00, 2.45436287e+00, 2.45299769e+00, 2.69509020e+01, 6.79874214e+01, 8.68433750e-30
5.72156756e-04, 2.48413463e-04, 9.99428170e-01, 5.71917805e-04, 9.57405575e-01, 5.72081396e-04, 3.27411315e+00, 2.52469937e+00, 2.52325567e+00, 2.52325567e+00, 2.52181280e+00, 2.70110484e+01, 6.79879107e+01, 8.68446250e-30
