z, log10(1+z), a, H0*t_look, H0*t_age, H0*t_conf, H(z) 
2.14428859e+02, 2.33330388e+00, 4.64190363e-03, 9.78478823e-01, 3.84900847e-04, 2.37234178e-01, 1.17178637e+05
2.16432867e+02, 2.33732519e+00, 4.59912071e-03, 9.78484133e-01, 3.79591337e-04, 2.36085057e-01, 1.18817499e+05
2.18436875e+02, 2.34130961e+00, 4.55711923e-03, 9.78489321e-01, 3.74402772e-04, 2.34951713e-01, 1.20463932e+05
2.20440883e+02, 2.34525780e+00, 4.51587796e-03, 9.78494393e-01, 3.69331331e-04, 2.33833789e-01, 1.22117900e+05
2.22444891e+02, 2.34917043e+00, 4.47537645e-03, 9.78499351e-01, 3.64373344e-04, 2.32730939e-01, 1.23779369e+05
2.24448899e+02, 2.35304812e+00, 4.43559497e-03, 9.78504199e-01, 3.59525290e-04, 2.31642826e-01, 1.25448305e+05
2.26452907e+02, 2.35689149e+00, 4.39651449e-03, 9.78508941e-01, 3.54783786e-04, 2.30569126e-01, 1.27124675e+05
2.28456915e+02, 2.36070115e+00, 4.35811665e-03, 9.78513579e-01, 3.50145583e-04, 2.29509523e-01, 1.28808447e+05
2.30460923e+02, 2.36447768e+00, 4.32038371e-03, 9.78518117e-01, 3.45607557e-04, 2.28463711e-01, 1.30499588e+05
2.32464931e+02, 2.36822165e+00, 4.28329856e-03, 9.78522558e-01, 3.41166705e-04, 2.27431393e-01, 1.32198066e+05
2.34468939e+02, 2.37193363e+00, 4.24684464e-03, 9.78526905e-01, 3.36820138e-04, 2.26412282e-01, 1.33903849e+05
2.36472947e+02, 2.37561414e+00, 4.21100599e-03, 9.78531160e-01, 3.32565077e-04, 2.25406099e-01, 1.35616906e+05
2.38476955e+02, 2.37926373e+00, 4.17576715e-03, 9.78535326e-01, 3.28398849e-04, 2.24412573e-01, 1.37337207e+05
2.40480963e+02, 2.38288290e+00, 4.14111319e-03, 9.78539406e-01, 3.24318877e-04, 2.23431440e-01, 1.39064721e+05
2.42484971e+02, 2.38647216e+00, 4.10702967e-03, 9.78543402e-01, 3.20322683e-04, 2.22462445e-01, 1.40799418e+05
2.44488979e+02, 2.39003200e+00, 4.07350263e-03, 9.78547317e-01, 3.16407878e-04, 2.21505339e-01, 1.42541269e+05
2.46492987e+02, 2.39356290e+00, 4.04051853e-03, 9.78551153e-01, 3.12572160e-04, 2.20559882e-01, 1.44290243e+05
2.48496995e+02, 2.39706532e+00, 4.00806431e-03, 9.78554912e-01, 3.08813310e-04, 2.19625839e-01, 1.46046314e+05
2.50501003e+02, 2.40053972e+00, 3.97612729e-03, 9.78558596e-01, 3.05129188e-04, 2.18702983e-01, 1.47809450e+05
2.52505011e+02, 2.40398655e+00, 3.94469520e-03, 9.78562208e-01, 3.01517731e-04, 2.17791091e-01, 1.49579626e+05
2.54509019e+02, 2.40740623e+00, 3.91375617e-03, 9.78565749e-01, 2.97976949e-04, 2.16889949e-01, 1.51356812e+05
2.56513027e+02, 2.41079920e+00, 3.88329869e-03, 9.78569221e-01, 2.94504919e-04, 2.15999346e-01, 1.53140981e+05
